day,analyst,sitecode,habitat,river,code,stigmaspecies,stigmatype,pollenfamily,pollenspecies,origin,origin2,quantity,nstigmas,meanpollen,,,,,,
25/11/13,Mark,7,non-invaded,ashton,563,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,2,3,0.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,563,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,5,3,1.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,563,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,50,3,16.66666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,563,Cirsium palustre,semidry,ni,M1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,563,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,1,3,0.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,564,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,3,3,1,,,,,,
25/11/13,Mark,7,non-invaded,ashton,564,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,1,3,0.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,565,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,4,3,1.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,565,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,19,3,6.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,565,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,2,3,0.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,566,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,13,3,4.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,566,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,25,3,8.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,566,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,54,3,18,,,,,,
25/11/13,Mark,7,non-invaded,ashton,567,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,2,3,0.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,567,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,5,3,1.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,567,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,18,3,6,,,,,,
25/11/13,Mark,7,non-invaded,ashton,567,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,2,3,0.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,567,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,1,3,0.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,568,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,2,3,0.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,568,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,10,3,3.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,568,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,10,3,3.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,568,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,2,3,0.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,569,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,9,3,3,,,,,,
25/11/13,Mark,7,non-invaded,ashton,569,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,13,3,4.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,569,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,42,3,14,,,,,,
25/11/13,Mark,7,non-invaded,ashton,569,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,3,3,1,,,,,,
25/11/13,Mark,7,non-invaded,ashton,570,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,6,3,2,,,,,,
25/11/13,Mark,7,non-invaded,ashton,570,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,15,3,5,,,,,,
25/11/13,Mark,7,non-invaded,ashton,570,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,14,3,4.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,570,Cirsium palustre,semidry,Asteraceae,Sonchus asper,heterospecific,heterospecific,1,3,0.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,571,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,3,3,1,,,,,,
25/11/13,Mark,7,non-invaded,ashton,571,Cirsium palustre,semidry,Asteraceae,Sonchus asper,heterospecific,heterospecific,1,3,0.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,571,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,12,3,4,,,,,,
25/11/13,Mark,7,non-invaded,ashton,572,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,4,3,1.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,572,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,25,3,8.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,572,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,32,3,10.66666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,572,Cirsium palustre,semidry,Asteraceae,Sonchus asper,heterospecific,heterospecific,1,3,0.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,572,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,2,3,0.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,573,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,3,3,1,,,,,,
25/11/13,Mark,7,non-invaded,ashton,573,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,34,3,11.33333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,573,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,2,3,0.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,573,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,1,3,0.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,574,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,4,3,1.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,574,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,3,3,1,,,,,,
25/11/13,Mark,7,non-invaded,ashton,575,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,5,3,1.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,575,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,19,3,6.333333333,,,,,,
25/11/13,Mark,7,non-invaded,ashton,575,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,17,3,5.666666667,,,,,,
25/11/13,Mark,7,non-invaded,ashton,575,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,7,3,2.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,576,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,2,3,0.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,576,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,3,3,1,,,,,,
26/11/13,Mark,7,non-invaded,ashton,576,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,9,3,3,,,,,,
26/11/13,Mark,7,non-invaded,ashton,576,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,3,3,1,,,,,,
26/11/13,Mark,7,non-invaded,ashton,577,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,28,3,9.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,577,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,2,3,0.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,578,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,11,3,3.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,578,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,54,3,18,,,,,,
26/11/13,Mark,7,non-invaded,ashton,578,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,75,3,25,,,,,,
26/11/13,Mark,7,non-invaded,ashton,578,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,3,3,1,,,,,,
26/11/13,Mark,7,non-invaded,ashton,578,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,5,3,1.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,578,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,5,3,1.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,579,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,579,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,6,3,2,,,,,,
26/11/13,Mark,7,non-invaded,ashton,579,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,105,3,35,,,,,,
26/11/13,Mark,7,non-invaded,ashton,579,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,8,3,2.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,579,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,580,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,22,3,7.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,580,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,39,3,13,,,,,,
26/11/13,Mark,7,non-invaded,ashton,580,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,581,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,2,3,0.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,581,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,43,3,14.33333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,581,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,31,3,10.33333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,581,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,3,3,1,,,,,,
26/11/13,Mark,7,non-invaded,ashton,582,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,4,3,1.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,582,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,82,3,27.33333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,582,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,31,3,10.33333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,582,Cirsium palustre,semidry,ni,m10,heterospecific,heterospecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,582,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,3,3,1,,,,,,
26/11/13,Mark,7,non-invaded,ashton,583,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,583,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,4,3,1.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,583,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,4,3,1.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,583,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,5,3,1.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,584,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,4,3,1.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,584,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,32,3,10.66666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,584,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,15,3,5,,,,,,
26/11/13,Mark,7,non-invaded,ashton,584,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,585,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,8,3,2.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,585,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,16,3,5.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,585,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,45,3,15,,,,,,
26/11/13,Mark,7,non-invaded,ashton,585,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,585,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,585,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,586,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,3,3,1,,,,,,
26/11/13,Mark,7,non-invaded,ashton,586,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,26,3,8.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,586,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,32,3,10.66666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,586,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,2,3,0.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,586,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,587,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,10,3,3.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,587,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,16,3,5.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,587,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,21,3,7,,,,,,
26/11/13,Mark,7,non-invaded,ashton,587,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,3,3,1,,,,,,
26/11/13,Mark,7,non-invaded,ashton,587,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,6,3,2,,,,,,
26/11/13,Mark,7,non-invaded,ashton,587,Cirsium palustre,semidry,ni,m10,heterospecific,heterospecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,588,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,2,3,0.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,588,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,25,3,8.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,589,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,294,3,98,,,,,,
26/11/13,Mark,7,non-invaded,ashton,590,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,315,3,105,,,,,,
26/11/13,Mark,7,non-invaded,ashton,590,Trifolium pratense,wet,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,591,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,268,3,89.33333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,592,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,236,3,78.66666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,593,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,88,3,29.33333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,594,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,505,3,168.3333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,595,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,12,3,4,,,,,,
26/11/13,Mark,7,non-invaded,ashton,595,Ranunculus repens,dry,Asteraceae,Sonchus asper,heterospecific,heterospecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,596,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,299,3,99.66666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,597,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,608,3,202.6666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,597,Ranunculus repens,dry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,2,3,0.666666667,,,,,,
26/11/13,Mark,7,non-invaded,ashton,597,Ranunculus repens,dry,Asteraceae,Sonchus asper,heterospecific,heterospecific,1,3,0.333333333,,,,,,
26/11/13,Mark,7,non-invaded,ashton,597,Ranunculus repens,dry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,3,3,1,,,,,,
27/11/13,Mark,7,non-invaded,ashton,598,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,219,3,73,,,,,,
27/11/13,Mark,7,non-invaded,ashton,599,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,499,3,166.3333333,,,,,,
27/11/13,Mark,7,non-invaded,ashton,599,Ranunculus repens,dry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,6,3,2,,,,,,
27/11/13,Mark,7,non-invaded,ashton,599,Ranunculus repens,dry,Asteraceae,Sonchus asper,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/11/13,Mark,7,non-invaded,ashton,600,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,76,3,25.33333333,,,,,,
27/11/13,Mark,7,non-invaded,ashton,600,Heracleum sphondylium,wet,ni,M1,heterospecific,heterospecific,3,3,1,,,,,,
27/11/13,Mark,7,non-invaded,ashton,601,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,32,3,10.66666667,,,,,,
27/11/13,Mark,7,non-invaded,ashton,601,Heracleum sphondylium,wet,ni,m6,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/11/13,Mark,7,non-invaded,ashton,602,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,133,3,44.33333333,,,,,,
27/11/13,Mark,7,non-invaded,ashton,602,Heracleum sphondylium,wet,ni,M1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,603,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,18,3,6,,,,,,
27/11/13,Mark,8,invaded,ashton,603,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,15,3,5,,,,,,
27/11/13,Mark,8,invaded,ashton,603,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,3,3,1,,,,,,
27/11/13,Mark,8,invaded,ashton,603,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,29,3,9.666666667,,,,,,
27/11/13,Mark,8,invaded,ashton,603,Cirsium palustre,semidry,Asteraceae,Asteraceae 3,heterospecific,heterospecific,2,3,0.666666667,,,,,,
27/11/13,Mark,8,invaded,ashton,604,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,3,3,1,,,,,,
27/11/13,Mark,8,invaded,ashton,604,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,8,3,2.666666667,,,,,,
27/11/13,Mark,8,invaded,ashton,605,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,9,3,3,,,,,,
27/11/13,Mark,8,invaded,ashton,605,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,6,3,2,,,,,,
27/11/13,Mark,8,invaded,ashton,605,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,3,3,1,,,,,,
27/11/13,Mark,8,invaded,ashton,605,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,27,3,9,,,,,,
27/11/13,Mark,8,invaded,ashton,605,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,2,3,0.666666667,,,,,,
27/11/13,Mark,8,invaded,ashton,606,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,31,3,10.33333333,,,,,,
27/11/13,Mark,8,invaded,ashton,606,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,5,3,1.7,,,,,,
27/11/13,Mark,8,invaded,ashton,606,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,2,3,0.666666667,,,,,,
27/11/13,Mark,8,invaded,ashton,606,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,16,3,5.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,606,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,4,3,1.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,607,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,607,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,3,3,1,,,,,,
27/11/13,Mark,8,invaded,ashton,608,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,40,3,13.33333333,,,,,,
27/11/13,Mark,8,invaded,ashton,608,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,33,3,11,,,,,,
27/11/13,Mark,8,invaded,ashton,608,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,41,3,13.66666667,,,,,,
27/11/13,Mark,8,invaded,ashton,608,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,2,3,0.666666667,,,,,,
27/11/13,Mark,8,invaded,ashton,609,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,16,3,5.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,609,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,40,3,13.3,,,,,,
27/11/13,Mark,8,invaded,ashton,609,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,21,3,7,,,,,,
27/11/13,Mark,8,invaded,ashton,610,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,2,3,0.666666667,,,,,,
27/11/13,Mark,8,invaded,ashton,610,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,2,3,0.7,,,,,,
27/11/13,Mark,8,invaded,ashton,610,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,2,3,0.666666667,,,,,,
27/11/13,Mark,8,invaded,ashton,611,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,36,3,12,,,,,,
27/11/13,Mark,8,invaded,ashton,611,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,26,3,8.666666667,,,,,,
27/11/13,Mark,8,invaded,ashton,611,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,3,3,1,,,,,,
27/11/13,Mark,8,invaded,ashton,611,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,7,3,2.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,612,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,20,3,6.666666667,,,,,,
27/11/13,Mark,8,invaded,ashton,612,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,61,3,20.3,,,,,,
27/11/13,Mark,8,invaded,ashton,612,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,59,3,19.66666667,,,,,,
27/11/13,Mark,8,invaded,ashton,612,Cirsium palustre,semidry,ni,m10,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,612,Cirsium palustre,semidry,Asteraceae,Taraxacum officinale,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,613,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,40,3,13.33333333,,,,,,
27/11/13,Mark,8,invaded,ashton,613,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,14,3,4.7,,,,,,
27/11/13,Mark,8,invaded,ashton,613,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,54,3,18,,,,,,
27/11/13,Mark,8,invaded,ashton,614,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,69,3,23,,,,,,
27/11/13,Mark,8,invaded,ashton,614,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,26,3,8.7,,,,,,
27/11/13,Mark,8,invaded,ashton,614,Cirsium palustre,semidry,Asteraceae,m6,heterospecific,heterospecific,68,3,22.66666667,,,,,,
27/11/13,Mark,8,invaded,ashton,614,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,6,3,2,,,,,,
27/11/13,Mark,8,invaded,ashton,614,Cirsium palustre,semidry,ni,m5,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,615,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,8,3,2.666666667,,,,,,
27/11/13,Mark,8,invaded,ashton,615,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,8,3,2.7,,,,,,
27/11/13,Mark,8,invaded,ashton,615,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,73,3,24.33333333,,,,,,
27/11/13,Mark,8,invaded,ashton,615,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,615,Cirsium palustre,semidry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,616,Cirsium palustre,semidry,Asteraceae,Cirsium palustre,conspecific,conspecific,4,3,1.333333333,,,,,,
27/11/13,Mark,8,invaded,ashton,616,Cirsium palustre,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,4,3,1.3,,,,,,
27/11/13,Mark,8,invaded,ashton,616,Cirsium palustre,semidry,ni,m6,heterospecific,heterospecific,21,3,7,,,,,,
27/11/13,Mark,8,invaded,ashton,616,Cirsium palustre,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,2,3,0.666666667,,,,,,
